车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2025-09-11,12:26,2025-09-11,12:26,0,,31.1,22.3,0.2,0.2,0.0,2.0,16.2,41.8,33.0,67.0,51,小毛毛雨
G339,石家庄,2025-09-11,13:37,2025-09-11,13:42,0,,32.2,21.9,0.0,0.0,0.0,0.0,17.3,44.3,61.0,60.0,3,阴
G339,鹤壁东,2025-09-11,14:43,2025-09-11,15:00,-1,,22.9,18.8,24.6,24.6,0.0,19.0,12.2,20.9,100.0,92.0,63,中雨
G339,新乡东,2025-09-11,15:16,2025-09-11,15:18,0,,23.5,18.9,45.9,45.9,0.0,20.0,20.7,38.9,100.0,92.0,65,大雨
G339,郑州东,2025-09-11,15:38,2025-09-11,15:42,-2,,22.3,18.0,79.3,79.3,0.0,24.0,21.6,45.4,100.0,92.0,65,大雨
G339,许昌东,2025-09-11,16:04,2025-09-11,16:10,-1,,24.1,18.2,40.1,40.1,0.0,23.0,19.4,41.4,100.0,92.0,65,大雨
G339,漯河西,2025-09-11,16:26,2025-09-11,16:28,0,,26.3,18.9,16.4,16.4,0.0,21.0,17.6,38.9,99.0,92.0,63,中雨
G339,驻马店西,2025-09-11,16:46,2025-09-11,16:48,0,,29.6,20.9,50.5,50.5,0.0,23.0,12.4,26.3,97.0,92.0,65,大雨
G339,信阳东,2025-09-11,17:13,2025-09-11,17:16,0,,30.0,23.2,24.1,24.1,0.0,19.0,11.8,27.7,94.0,91.0,63,中雨
G339,武汉,2025-09-11,18:00,2025-09-11,18:20,-3,,31.5,25.4,11.0,11.0,0.0,8.0,11.7,33.5,80.0,89.0,63,中雨
G339,咸宁北,2025-09-11,18:44,2025-09-11,18:46,-2,,32.1,24.7,19.6,19.6,0.0,9.0,8.3,26.3,86.0,88.0,65,大雨
G339,岳阳东,2025-09-11,19:17,2025-09-11,19:19,0,,31.8,25.6,6.3,6.3,0.0,13.0,11.8,30.6,76.0,84.0,61,小雨
G339,长沙南,2025-09-11,19:54,2025-09-11,19:57,0,,33.3,25.4,4.6,4.6,0.0,6.0,10.2,29.2,76.0,79.0,63,中雨
G339,衡阳东,2025-09-11,20:35,2025-09-11,20:37,1,,36.1,25.6,3.2,3.2,0.0,3.0,13.6,29.5,74.0,69.0,61,小雨
G339,耒阳西,2025-09-11,20:54,2025-09-11,21:07,2,,36.4,26.4,0.2,0.2,0.0,1.0,11.9,27.7,77.0,64.0,51,小毛毛雨
G339,郴州西,2025-09-11,21:28,2025-09-11,21:30,3,,35.2,24.4,2.1,2.1,0.0,2.0,13.9,33.1,69.0,70.0,61,小雨
G339,广州南,2025-09-11,22:52,,,-5,,32.1,24.7,8.4,8.4,0.0,12.0,8.5,24.1,71.0,86.0,63,中雨
