车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2026-01-15,12:26,2026-01-15,12:26,1,,5.4,-8.1,0.0,0.0,0.0,0.0,8.1,17.6,13.0,70.0,3,阴
G339,石家庄,2026-01-15,13:37,2026-01-15,13:42,0,,9.2,-4.3,0.0,0.0,0.0,0.0,11.2,24.8,0.0,56.0,0,晴
G339,鹤壁东,2026-01-15,14:43,2026-01-15,15:00,2,,18.8,3.1,0.0,0.0,0.0,0.0,20.9,41.4,0.0,28.0,0,晴
G339,新乡东,2026-01-15,15:16,2026-01-15,15:18,1,,19.7,3.7,0.0,0.0,0.0,0.0,14.4,29.9,0.0,33.0,0,晴
G339,郑州东,2026-01-15,15:38,2026-01-15,15:42,0,,21.2,5.7,0.0,0.0,0.0,0.0,18.8,41.0,0.0,29.0,0,晴
G339,许昌东,2026-01-15,16:04,2026-01-15,16:10,1,,18.9,2.8,0.0,0.0,0.0,0.0,16.9,35.3,0.0,42.0,0,晴
G339,漯河西,2026-01-15,16:26,2026-01-15,16:28,0,,19.6,3.1,0.0,0.0,0.0,0.0,12.8,28.1,13.0,58.0,3,阴
G339,驻马店西,2026-01-15,16:46,2026-01-15,16:48,0,,20.0,3.8,0.0,0.0,0.0,0.0,12.0,22.7,23.0,53.0,3,阴
G339,信阳东,2026-01-15,17:13,2026-01-15,17:16,0,,20.7,1.9,0.0,0.0,0.0,0.0,10.8,24.5,29.0,60.0,3,阴
G339,武汉,2026-01-15,18:00,2026-01-15,18:20,-3,,18.7,6.0,0.0,0.0,0.0,0.0,9.6,18.7,13.0,67.0,3,阴
G339,咸宁北,2026-01-15,18:44,2026-01-15,18:46,-3,,19.8,5.0,0.0,0.0,0.0,0.0,9.1,20.9,0.0,74.0,0,晴
G339,岳阳东,2026-01-15,19:17,2026-01-15,19:19,0,,19.8,7.3,0.0,0.0,0.0,0.0,9.6,19.8,19.0,64.0,3,阴
G339,长沙南,2026-01-15,19:54,2026-01-15,19:57,0,,21.7,11.5,0.0,0.0,0.0,0.0,9.4,20.5,49.0,49.0,3,阴
G339,衡阳东,2026-01-15,20:35,2026-01-15,20:37,0,,22.2,10.7,0.0,0.0,0.0,0.0,8.7,17.3,31.0,69.0,3,阴
G339,耒阳西,2026-01-15,20:54,2026-01-15,21:07,0,,23.3,9.7,0.0,0.0,0.0,0.0,9.2,17.3,26.0,68.0,3,阴
G339,郴州西,2026-01-15,21:28,2026-01-15,21:30,0,,24.2,12.1,0.0,0.0,0.0,0.0,5.3,20.2,29.0,59.0,3,阴
G339,广州南,2026-01-15,22:52,,,-7,,24.7,11.4,0.0,0.0,0.0,0.0,10.3,19.4,4.0,59.0,1,晴间多云
