车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2025-12-15,12:26,2025-12-15,12:26,0,,2.5,-7.6,0.0,0.0,0.0,0.0,6.5,14.4,48.0,65.0,3,阴
G339,石家庄,2025-12-15,13:37,2025-12-15,13:42,0,,4.0,-6.7,0.0,0.0,0.0,0.0,6.5,17.3,9.0,69.0,3,阴
G339,鹤壁东,2025-12-15,14:43,2025-12-15,15:00,0,,11.2,-1.7,0.0,0.0,0.0,0.0,15.6,33.1,17.0,52.0,3,阴
G339,新乡东,2025-12-15,15:16,2025-12-15,15:18,0,,11.8,-2.0,0.0,0.0,0.0,0.0,14.1,32.0,16.0,57.0,3,阴
G339,郑州东,2025-12-15,15:38,2025-12-15,15:42,0,,13.2,-3.6,0.0,0.0,0.0,0.0,9.4,19.4,11.0,67.0,2,多云
G339,许昌东,2025-12-15,16:04,2025-12-15,16:10,0,,13.4,2.3,0.0,0.0,0.0,0.0,16.3,37.8,2.0,74.0,1,晴间多云
G339,漯河西,2025-12-15,16:26,2025-12-15,16:28,0,,14.4,1.0,0.0,0.0,0.0,0.0,14.5,31.7,2.0,77.0,0,晴
G339,驻马店西,2025-12-15,16:46,2025-12-15,16:48,0,,14.8,2.6,0.0,0.0,0.0,0.0,14.8,31.3,17.0,68.0,3,阴
G339,信阳东,2025-12-15,17:13,2025-12-15,17:16,0,,14.6,3.5,0.0,0.0,0.0,0.0,17.1,36.0,7.0,60.0,2,多云
G339,武汉,2025-12-15,18:00,2025-12-15,18:20,-3,,14.2,4.1,0.0,0.0,0.0,0.0,9.3,18.4,5.0,68.0,2,多云
G339,岳阳东,2025-12-15,19:17,2025-12-15,19:19,0,,15.3,4.6,0.0,0.0,0.0,0.0,12.2,29.5,38.0,57.0,3,阴
G339,长沙南,2025-12-15,19:54,2025-12-15,19:57,-2,,15.8,4.4,0.0,0.0,0.0,0.0,9.5,26.6,27.0,62.0,3,阴
G339,衡阳东,2025-12-15,20:35,2025-12-15,20:37,0,,16.1,4.6,0.0,0.0,0.0,0.0,6.9,13.0,6.0,76.0,1,晴间多云
G339,耒阳西,2025-12-15,20:54,2025-12-15,21:07,-1,,17.5,3.7,0.0,0.0,0.0,0.0,7.3,15.1,13.0,74.0,3,阴
G339,郴州西,2025-12-15,21:28,2025-12-15,21:30,0,,19.2,4.0,0.0,0.0,0.0,0.0,6.0,20.2,3.0,69.0,2,多云
G339,广州南,2025-12-15,22:52,,,-7,,19.0,8.2,0.0,0.0,0.0,0.0,8.8,18.7,15.0,63.0,3,阴
