车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2025-12-18,12:26,2025-12-18,12:26,0,,0.2,-4.3,0.0,0.0,0.0,0.0,7.2,14.4,86.0,93.0,3,阴
G339,石家庄,2025-12-18,13:37,2025-12-18,13:42,0,,2.0,-3.5,0.0,0.0,0.0,0.0,7.3,18.7,40.0,81.0,3,阴
G339,鹤壁东,2025-12-18,14:43,2025-12-18,15:00,0,,10.8,1.9,0.0,0.0,0.0,0.0,26.3,49.3,33.0,72.0,3,阴
G339,新乡东,2025-12-18,15:16,2025-12-18,15:18,0,,11.4,2.1,0.0,0.0,0.0,0.0,14.6,34.6,32.0,77.0,3,阴
G339,郑州东,2025-12-18,15:38,2025-12-18,15:42,-1,,12.6,2.5,0.0,0.0,0.0,0.0,11.4,29.2,30.0,71.0,3,阴
G339,许昌东,2025-12-18,16:04,2025-12-18,16:10,0,,13.6,1.6,0.0,0.0,0.0,0.0,17.9,40.3,16.0,77.0,3,阴
G339,漯河西,2025-12-18,16:26,2025-12-18,16:28,0,,14.1,1.6,0.0,0.0,0.0,0.0,17.5,37.8,18.0,77.0,3,阴
G339,驻马店西,2025-12-18,16:46,2025-12-18,16:48,0,,14.5,1.2,0.0,0.0,0.0,0.0,15.5,32.4,18.0,80.0,3,阴
G339,信阳东,2025-12-18,17:13,2025-12-18,17:16,-1,,15.5,0.7,0.0,0.0,0.0,0.0,15.3,32.0,27.0,77.0,3,阴
G339,武汉,2025-12-18,18:00,2025-12-18,18:20,-4,,15.6,5.2,0.0,0.0,0.0,0.0,9.4,23.4,18.0,78.0,3,阴
G339,岳阳东,2025-12-18,19:17,2025-12-18,19:19,0,,17.3,5.5,0.0,0.0,0.0,0.0,16.2,30.2,13.0,73.0,3,阴
G339,长沙南,2025-12-18,19:54,2025-12-18,19:57,0,,18.6,7.3,0.0,0.0,0.0,0.0,9.0,24.8,10.0,62.0,3,阴
G339,衡阳东,2025-12-18,20:35,2025-12-18,20:37,-3,,17.8,7.9,0.0,0.0,0.0,0.0,4.2,11.2,3.0,75.0,0,晴
G339,耒阳西,2025-12-18,20:54,2025-12-18,21:07,0,,18.6,6.6,0.0,0.0,0.0,0.0,8.9,15.5,6.0,72.0,1,晴间多云
G339,郴州西,2025-12-18,21:28,2025-12-18,21:30,0,,20.7,8.3,0.0,0.0,0.0,0.0,5.0,19.1,5.0,74.0,1,晴间多云
G339,广州南,2025-12-18,22:52,,,-9,,23.7,14.0,0.0,0.0,0.0,0.0,10.2,21.6,1.0,65.0,0,晴
