车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2025-11-18,12:26,2025-11-18,12:26,0,,10.3,-1.7,0.0,0.0,0.0,0.0,11.1,27.0,22.0,29.0,3,阴
G339,石家庄,2025-11-18,13:37,2025-11-18,13:42,0,,10.4,0.5,0.0,0.0,0.0,0.0,13.4,31.0,2.0,23.0,1,晴间多云
G339,鹤壁东,2025-11-18,14:43,2025-11-18,15:00,-1,,9.2,-3.1,0.0,0.0,0.0,0.0,14.1,27.0,1.0,48.0,0,晴
G339,新乡东,2025-11-18,15:16,2025-11-18,15:18,-3,,10.0,-0.7,0.0,0.0,0.0,0.0,14.9,28.8,1.0,42.0,0,晴
G339,郑州东,2025-11-18,15:38,2025-11-18,15:42,-4,,8.7,0.5,0.0,0.0,0.0,0.0,21.8,48.2,12.0,32.0,3,阴
G339,许昌东,2025-11-18,16:04,2025-11-18,16:10,0,,9.3,1.1,0.0,0.0,0.0,0.0,21.1,46.1,11.0,32.0,2,多云
G339,漯河西,2025-11-18,16:26,2025-11-18,16:28,0,,8.8,1.3,0.0,0.0,0.0,0.0,23.4,50.0,15.0,32.0,3,阴
G339,驻马店西,2025-11-18,16:46,2025-11-18,16:48,0,,9.1,0.8,0.0,0.0,0.0,0.0,23.0,47.2,29.0,38.0,3,阴
G339,信阳东,2025-11-18,17:13,2025-11-18,17:16,0,,9.8,1.2,0.0,0.0,0.0,0.0,18.8,40.3,11.0,49.0,3,阴
G339,武汉,2025-11-18,18:00,2025-11-18,18:20,-3,,9.6,2.7,0.0,0.0,0.0,0.0,13.7,34.6,1.0,59.0,0,晴
G339,岳阳东,2025-11-18,19:17,2025-11-18,19:19,-2,,9.5,3.9,0.0,0.0,0.0,0.0,24.7,55.8,71.0,61.0,3,阴
G339,长沙南,2025-11-18,19:54,2025-11-18,19:57,-4,,10.7,4.2,0.0,0.0,0.0,0.0,22.7,52.9,94.0,52.0,3,阴
G339,衡阳东,2025-11-18,20:35,2025-11-18,20:37,0,,10.5,5.2,0.2,0.2,0.0,2.0,15.4,35.3,98.0,63.0,51,小毛毛雨
G339,耒阳西,2025-11-18,20:54,2025-11-18,21:07,-1,,10.0,5.8,0.7,0.7,0.0,5.0,18.7,38.5,100.0,63.0,51,小毛毛雨
G339,郴州西,2025-11-18,21:28,2025-11-18,21:30,1,,8.7,5.2,4.6,4.6,0.0,11.0,17.8,38.9,100.0,75.0,55,浓毛毛雨
G339,广州南,2025-11-18,22:52,,,-7,,20.7,11.5,3.4,3.4,0.0,12.0,20.6,48.2,100.0,70.0,53,毛毛雨
