车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2025-10-08,12:26,2025-10-08,12:26,0,,17.9,10.1,19.1,19.1,0.0,19.0,8.1,19.8,99.0,79.0,63,中雨
G339,石家庄,2025-10-08,13:37,2025-10-08,13:42,0,,17.3,9.2,27.1,27.1,0.0,22.0,18.0,41.4,100.0,94.0,61,小雨
G339,鹤壁东,2025-10-08,14:43,2025-10-08,15:00,0,,19.9,11.3,4.5,4.5,0.0,14.0,28.4,50.8,100.0,89.0,53,毛毛雨
G339,新乡东,2025-10-08,15:16,2025-10-08,15:18,0,,20.2,14.1,3.1,3.1,0.0,13.0,24.8,47.2,100.0,87.0,53,毛毛雨
G339,郑州东,2025-10-08,15:38,2025-10-08,15:42,0,,20.5,16.1,2.1,2.1,0.0,12.0,19.3,41.8,100.0,90.0,53,毛毛雨
G339,许昌东,2025-10-08,16:04,2025-10-08,16:10,0,,25.2,18.4,0.1,0.1,0.0,1.0,13.7,26.3,99.0,86.0,51,小毛毛雨
G339,漯河西,2025-10-08,16:26,2025-10-08,16:28,0,,26.8,18.1,0.0,0.0,0.0,0.0,11.2,21.6,97.0,85.0,3,阴
G339,驻马店西,2025-10-08,16:46,2025-10-08,16:48,0,,28.0,18.3,0.0,0.0,0.0,0.0,8.2,20.9,81.0,84.0,3,阴
G339,信阳东,2025-10-08,17:13,2025-10-08,17:16,0,,29.9,19.9,0.0,0.0,0.0,0.0,9.9,19.8,59.0,82.0,3,阴
G339,武汉,2025-10-08,18:00,2025-10-08,18:20,-2,,32.1,22.4,0.1,0.1,0.0,1.0,10.7,27.4,19.0,82.0,51,小毛毛雨
G339,咸宁北,2025-10-08,18:44,2025-10-08,18:46,0,,33.4,24.0,0.0,0.0,0.0,0.0,9.7,20.9,18.0,82.0,2,多云
G339,岳阳东,2025-10-08,19:17,2025-10-08,19:19,0,,30.3,24.4,0.0,0.0,0.0,0.0,13.0,25.9,15.0,85.0,2,多云
G339,长沙南,2025-10-08,19:54,2025-10-08,19:57,0,,34.3,26.0,0.2,0.2,0.0,2.0,8.6,25.9,22.0,73.0,51,小毛毛雨
G339,衡阳东,2025-10-08,20:35,2025-10-08,20:37,0,,36.3,26.1,0.2,0.2,0.0,1.0,12.0,23.8,11.0,66.0,51,小毛毛雨
G339,耒阳西,2025-10-08,20:54,2025-10-08,21:07,0,,36.1,25.7,0.2,0.2,0.0,2.0,9.0,20.9,12.0,68.0,51,小毛毛雨
G339,郴州西,2025-10-08,21:28,2025-10-08,21:30,1,,35.1,24.3,1.0,1.0,0.0,3.0,6.0,24.5,16.0,73.0,53,毛毛雨
G339,广州南,2025-10-08,22:52,,,0,,34.7,26.0,0.7,0.7,0.0,5.0,7.5,19.8,28.0,69.0,51,小毛毛雨
