车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2025-11-01,12:26,2025-11-01,12:26,0,,17.9,5.5,0.0,0.0,0.0,0.0,21.6,49.0,6.0,50.0,1,晴间多云
G339,石家庄,2025-11-01,13:37,2025-11-01,13:42,-2,,20.0,8.1,0.0,0.0,0.0,0.0,9.9,19.8,0.0,56.0,0,晴
G339,鹤壁东,2025-11-01,14:43,2025-11-01,15:00,0,,21.7,7.2,0.0,0.0,0.0,0.0,10.3,20.9,4.0,60.0,1,晴间多云
G339,新乡东,2025-11-01,15:16,2025-11-01,15:18,0,,22.4,8.8,0.0,0.0,0.0,0.0,12.2,22.0,1.0,63.0,1,晴间多云
G339,郑州东,2025-11-01,15:38,2025-11-01,15:42,-2,,21.7,12.3,0.0,0.0,0.0,0.0,14.0,33.8,0.0,56.0,0,晴
G339,许昌东,2025-11-01,16:04,2025-11-01,16:10,0,,23.4,10.9,0.0,0.0,0.0,0.0,14.5,32.0,37.0,58.0,3,阴
G339,漯河西,2025-11-01,16:26,2025-11-01,16:28,0,,22.0,10.4,0.0,0.0,0.0,0.0,12.4,27.0,65.0,71.0,3,阴
G339,驻马店西,2025-11-01,16:46,2025-11-01,16:48,0,,23.6,11.1,0.0,0.0,0.0,0.0,13.9,28.8,76.0,74.0,3,阴
G339,信阳东,2025-11-01,17:13,2025-11-01,17:16,0,,23.3,9.5,0.0,0.0,0.0,0.0,12.1,26.3,99.0,75.0,3,阴
G339,武汉,2025-11-01,18:00,2025-11-01,18:20,0,,21.8,14.3,0.0,0.0,0.0,0.0,7.8,15.8,100.0,84.0,3,阴
G339,咸宁北,2025-11-01,18:44,2025-11-01,18:46,-2,,22.2,14.4,0.0,0.0,0.0,0.0,6.7,14.4,100.0,81.0,3,阴
G339,岳阳东,2025-11-01,19:17,2025-11-01,19:19,2,,20.2,15.3,0.1,0.1,0.0,1.0,8.1,15.5,100.0,90.0,51,小毛毛雨
G339,长沙南,2025-11-01,19:54,2025-11-01,19:57,1,,18.7,16.4,1.4,1.4,0.0,6.0,8.3,18.4,100.0,87.0,51,小毛毛雨
G339,衡阳东,2025-11-01,20:35,2025-11-01,20:37,1,,21.0,15.3,0.0,0.0,0.0,0.0,13.3,29.5,89.0,80.0,3,阴
G339,耒阳西,2025-11-01,20:54,2025-11-01,21:07,0,,24.1,14.8,0.0,0.0,0.0,0.0,15.6,33.5,65.0,78.0,3,阴
G339,郴州西,2025-11-01,21:28,2025-11-01,21:30,2,,23.6,15.3,0.2,0.2,0.0,2.0,11.4,26.3,80.0,78.0,51,小毛毛雨
G339,广州南,2025-11-01,22:52,,,-5,,25.6,19.9,0.1,0.1,0.0,1.0,16.7,37.8,95.0,63.0,51,小毛毛雨
