车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2025-08-27,12:26,2025-08-27,12:26,0,,25.2,19.9,72.7,72.7,0.0,24.0,20.4,42.5,100.0,93.0,63,中雨
G339,石家庄,2025-08-27,13:37,2025-08-27,13:42,0,,27.2,22.9,16.2,16.2,0.0,17.0,13.6,31.0,100.0,93.0,63,中雨
G339,鹤壁东,2025-08-27,14:43,2025-08-27,15:00,0,,33.0,23.7,0.0,0.0,0.0,0.0,24.6,50.8,91.0,73.0,3,阴
G339,新乡东,2025-08-27,15:16,2025-08-27,15:18,0,,32.6,23.6,1.8,1.8,0.0,9.0,12.5,36.4,87.0,80.0,53,毛毛雨
G339,郑州东,2025-08-27,15:38,2025-08-27,15:42,0,,32.9,23.1,6.3,6.3,0.0,6.0,12.5,33.1,59.0,81.0,63,中雨
G339,许昌东,2025-08-27,16:04,2025-08-27,16:10,-1,,33.4,24.4,13.4,13.4,0.0,8.0,14.7,32.0,63.0,81.0,65,大雨
G339,漯河西,2025-08-27,16:26,2025-08-27,16:28,-1,,34.8,24.9,17.5,17.5,0.0,4.0,14.1,32.4,53.0,78.0,65,大雨
G339,驻马店西,2025-08-27,16:46,2025-08-27,16:48,-1,,35.2,25.5,0.0,0.0,0.0,0.0,12.0,27.7,35.0,74.0,3,阴
G339,信阳东,2025-08-27,17:13,2025-08-27,17:16,-1,,36.1,25.9,0.0,0.0,0.0,0.0,12.9,28.4,34.0,69.0,3,阴
G339,武汉,2025-08-27,18:00,2025-08-27,18:20,-3,,38.3,27.7,0.0,0.0,0.0,0.0,10.3,27.7,20.0,58.0,3,阴
G339,咸宁北,2025-08-27,18:44,2025-08-27,18:46,0,,36.9,25.1,0.0,0.0,0.0,0.0,10.8,29.2,23.0,66.0,3,阴
G339,岳阳东,2025-08-27,19:17,2025-08-27,19:19,0,,38.5,27.5,0.0,0.0,0.0,0.0,12.4,29.9,22.0,49.0,3,阴
G339,长沙南,2025-08-27,19:54,2025-08-27,19:57,1,,40.4,27.7,0.0,0.0,0.0,0.0,13.5,31.7,17.0,44.0,3,阴
G339,衡阳东,2025-08-27,20:35,2025-08-27,20:37,6,,38.9,26.5,1.9,1.9,0.0,1.0,14.0,51.5,38.0,63.0,61,小雨
G339,耒阳西,2025-08-27,20:54,2025-08-27,21:07,5,,36.9,25.1,9.1,9.1,0.0,3.0,10.0,53.6,27.0,73.0,63,中雨
G339,郴州西,2025-08-27,21:28,2025-08-27,21:30,5,,35.0,23.6,3.5,3.5,0.0,1.0,15.2,38.2,23.0,79.0,63,中雨
G339,广州南,2025-08-27,22:52,,,3,,33.6,25.3,9.0,9.0,0.0,6.0,6.5,15.8,25.0,79.0,63,中雨
