车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G339,北京西,2025-09-20,12:26,2025-09-20,12:26,0,,27.8,15.5,0.0,0.0,0.0,0.0,9.6,24.5,54.0,61.0,3,阴
G339,石家庄,2025-09-20,13:37,2025-09-20,13:42,-2,,26.3,13.5,0.0,0.0,0.0,0.0,7.1,14.4,63.0,78.0,3,阴
G339,鹤壁东,2025-09-20,14:43,2025-09-20,15:00,0,,25.1,11.8,0.0,0.0,0.0,0.0,9.0,22.7,39.0,80.0,3,阴
G339,新乡东,2025-09-20,15:16,2025-09-20,15:18,0,,25.6,11.9,0.0,0.0,0.0,0.0,6.6,15.8,42.0,80.0,3,阴
G339,郑州东,2025-09-20,15:38,2025-09-20,15:42,0,,25.3,12.4,0.0,0.0,0.0,0.0,6.0,16.2,30.0,77.0,3,阴
G339,许昌东,2025-09-20,16:04,2025-09-20,16:10,0,,24.3,11.3,0.0,0.0,0.0,0.0,7.3,18.4,25.0,81.0,3,阴
G339,漯河西,2025-09-20,16:26,2025-09-20,16:28,0,,24.2,11.6,0.0,0.0,0.0,0.0,8.5,22.7,12.0,80.0,3,阴
G339,驻马店西,2025-09-20,16:46,2025-09-20,16:48,0,,23.2,12.5,0.0,0.0,0.0,0.0,9.8,24.1,20.0,79.0,3,阴
G339,信阳东,2025-09-20,17:13,2025-09-20,17:16,0,,23.2,14.0,0.0,0.0,0.0,0.0,15.0,32.8,42.0,77.0,3,阴
G339,武汉,2025-09-20,18:00,2025-09-20,18:20,0,,23.8,17.0,0.0,0.0,0.0,0.0,14.5,34.6,79.0,76.0,3,阴
G339,咸宁北,2025-09-20,18:44,2025-09-20,18:46,-2,,23.1,18.2,0.0,0.0,0.0,0.0,10.3,23.4,100.0,76.0,3,阴
G339,岳阳东,2025-09-20,19:17,2025-09-20,19:19,0,,22.7,17.7,0.0,0.0,0.0,0.0,18.7,41.4,78.0,77.0,3,阴
G339,长沙南,2025-09-20,19:54,2025-09-20,19:57,-3,,24.0,19.3,0.0,0.0,0.0,0.0,17.4,43.2,78.0,73.0,3,阴
G339,衡阳东,2025-09-20,20:35,2025-09-20,20:37,1,,26.2,20.3,0.4,0.4,0.0,2.0,14.0,33.8,95.0,73.0,51,小毛毛雨
G339,耒阳西,2025-09-20,20:54,2025-09-20,21:07,0,,25.5,20.7,1.3,1.3,0.0,6.0,17.9,40.0,100.0,74.0,51,小毛毛雨
G339,郴州西,2025-09-20,21:28,2025-09-20,21:30,2,,23.3,19.8,11.5,11.5,0.0,24.0,11.0,25.9,100.0,91.0,61,小雨
G339,广州南,2025-09-20,22:52,,,-3,,26.3,24.3,24.0,24.0,0.0,23.0,16.4,33.8,100.0,93.0,63,中雨
